DATE,COMNAM,TICKER,PERMNO
1987-09-25,CIMCO INC,CIMC,10248
1986-05-13,SPORTSMANS GUIDE INC,GIDE,10249
1986-05-13,MERIDIAN NATIONAL CORP,MRCO,10250
1986-05-14,FIRST AMERN SVGS F A PA,FSAM,10251
1989-06-16,FLAGSHIP FINANCIAL CORP,FLGF,10251
1986-05-14,INDEPENDENT BANK CORP MA,INDB,10252
1986-05-14,THOROUGHBREDS USA INC,TUSA,10253
1986-09-15,NEW SKY COMMMUNICATIONS INC,NSKY,10253
1986-09-16,NEW SKY COMMMUNICATIONS INC,,10253
2004-04-22,DOCUMENT SECURITY SYSTEMS INC,DMC,10253
2011-07-11,DOCUMENT SECURITY SYSTEMS INC,DSS,10253
2021-10-01,D S S INC,DSS,10253
1986-05-14,STERLING INC,STRL,10254
1986-05-15,VERTICOM INC,VERT,10255
1986-05-15,OLD DOMINION SYSTEM INC,ODSI,10256
1989-10-20,MICROLOG CORP,MLOG,10256
1986-05-15,DIGITAL SOLUTIONS INC,DGSI,10257
1999-02-16,TEAMSTAFF INC,TSTF,10257
2012-06-27,D L H HOLDINGS CORP,DLHC,10257
1986-05-15,T CELL SCIENCES INC,TCEL,10258
1998-08-24,AVANT IMMUNOTHERAPEUTICS INC,AVAN,10258
2008-10-01,CELLDEX THERAPEUTICS INC,CLDX,10258
1986-05-15,SIGMA DESIGNS INC,SIGM,10259
1986-05-15,ALLSTAR VIDEO INC,ASVD,10260
1986-05-15,MOUNTAINEER BANKSHARES WV,MTNR,10261
1986-05-16,COGNITIVE SYSTEMS INC,CSAI,10262
1986-05-16,LOWELL INSTITUTION FOR SAVINGS,LIFS,10263
1987-10-06,MERRIMACK BANCORP INC MA,MRMK,10263
1986-05-16,UNIVATION INC,UNIV,10264
1987-11-03,UNIVATION INC,,10264
1987-12-17,UNIVATION INC,UNIV,10264
1986-05-16,F & M FINANCIAL SVCS CORP,FMFS,10265
1986-05-16,WALTHAM SAVINGS BANK,WLBK,10266
1987-10-02,WALTHAM CORP,WLBK,10266
1991-05-13,STERLING BANCSHARES CORP,STLG,10266
1986-05-16,NIAGARA EXCHANGE CORP,NIEX,10267
1925-12-31,AMERICAN ICE CO,,10268
1961-09-22,AMERICAN CONSUMER INDS INC,,10268
1962-07-02,AMERICAN CONSUMER INDS INC,ACA,10268
1969-04-17,AMERICAN CONSUMER INDS INC,,10268
1972-12-14,AMERICAN CONSUMER INDS INC,ACON,10268
1983-07-21,A I A INDUSTRIES INC,AIAI,10269
1986-05-16,SAVECO INC,SVCO,10270
1986-05-28,MASSBANK FOR SAVINGS,MASB,10271
1986-12-02,MASSBANK CORP,MASB,10271
1986-05-16,TEKELEC,TKLC,10272
1986-05-19,LANDMARK BANK FOR SAVINGS MA,LDMK,10273
1986-05-19,BETA PHASE INC,BETA,10274
1987-12-22,BETA PHASE INC,,10274
1988-04-13,BETA PHASE INC,BETA,10274
1925-12-31,AMERICAN BEET SUGAR CO,,10276
1934-08-09,AMERICAN CRYSTAL SUGAR CO,,10276
1962-07-02,AMERICAN CRYSTAL SUGAR CO,ACS,10276
1972-12-14,A I D INC DE,AIDCA,10277
1986-05-20,HENLEY GROUP INC,HENG,10278
1989-01-03,WHEELABRATOR GROUP INC,WHGP,10278
1989-08-25,WHEELABRATOR TECHNOLOGIES INC NW,WTI,10278
1986-05-20,GENETICS INSTITUTE INC,GENI,10279
1986-05-20,PROTOCOM DEVICES INC,PRCM,10280
1986-05-20,AUTOINFO INC,AUTO,10281
1986-05-21,BRENDLES INC,BRDL,10282
1986-05-21,APPLIED OPTICS INC,APOP,10283
1981-10-29,A I M TELEPHONES INC,AIMT,10285
1989-10-13,A I M TELEPHONES INC,AIM,10285
1986-05-21,PROSPECT GROUP INC,PROS,10286
1987-02-06,PROSPECT GROUP INC,PROSZ,10286
1987-12-14,PROSPECT GROUP INC,PROS,10286
1990-01-08,PROSPECT GROUP INC,PROSZ,10286
1990-08-21,PROSPECT GROUP INC,PROS,10286
1986-05-20,A T I MEDICAL INC,ATIM,10287
1988-06-23,A T I MEDICAL INC,ATI,10287
1986-05-22,BEAR AUTOMOTIVE SVC EQUIP CO,BEAR,10288
1988-04-05,ANGIO MEDICAL CORP,ANME,10289
1986-05-23,HARLEYSVILLE GROUP INC,HGIC,10290
1986-05-27,FAMIGLIA INDUSTRIES INC,FAMI,10291
1988-02-25,FAMIGLIA BRANDS INC,FAMI,10291
1925-12-31,AMERICAN CHICLE CO,,10292
1962-07-02,AMERICAN CHICLE CO,ACJ,10292
1983-06-15,A I N LEASING CORP,AINS,10293
1986-05-27,HAVERTY FURNITURE COS INC,HAVTA,10294
1998-08-28,HAVERTY FURNITURE COS INC,HVT,10294
1986-05-27,MICRO MEMBRANES INC,MEMB,10295
1986-05-27,GRENADA SUNBURST SYS CORP,GSSC,10296
1986-05-27,LAKE SUNAPEE SVNG BANK FSB,LSSB,10297
1989-07-07,NEW HAMPSHIRE THRIFT BNCSHRS INC,NHTB,10297
2015-06-01,LAKE SUNAPEE BANK GROUP,LSBG,10297
1986-05-27,AQUASCIENCES INTERNATIONAL INC,AQSI,10298
1986-05-28,LINEAR TECHNOLOGY CORP,LLTC,10299
1986-05-28,WORLDWIDE COMPUTER SVCS INC,WCSI,10300
1986-05-29,TRANSFORM LOGIC CORP,TLOG,10301
1986-05-29,CYPRESS SEMICONDUCTOR CORP,CYPR,10302
1988-10-17,CYPRESS SEMICONDUCTOR CORP,CY,10302
1986-05-29,PRIME CAPITAL CORP,PRME,10303
1989-08-01,PRIME CAPITAL CORP,,10303
1989-12-22,PRIME CAPITAL CORP,PRME,10303
1992-07-24,PRIME CAPITAL CORP,,10303
1996-06-05,PRIME CAPITAL CORP,PMCP,10303
1986-05-29,AMCORE FINANCIAL INC,AMFI,10304
1972-12-14,A I T S INC,AITS,10306
1986-05-29,MODULAR TECHNOLOGY INC,MTIK,10307
1988-11-02,MILLER BUILDING SYSTEMS INC,MTIK,10307
1997-06-02,MILLER BUILDING SYSTEMS INC,MBSI,10307
1986-06-02,TOMPKINS COUNTY TRUST CO NY,TCTC,10308
1996-01-02,TOMPKINS COUNTY TRUSTCO INC,TCTC,10308
1997-02-03,TOMPKINS COUNTY TRUSTCO INC,TMP,10308
1999-05-14,TOMPKINS TRUSTCO INC,TMP,10308
2007-06-04,TOMPKINS FINANCIAL CORP,TMP,10308
1986-06-02,SKANEATELES SAVINGS BANK NY,SKAN,10309
1990-04-18,CENTER BANKS INC,CTBK,10309
1997-04-16,SKANEATELES BANCORP INC,SKAN,10309
1986-06-02,WORLDGROUP COMPANIES INC,TOUR,10310
1986-06-03,ALLISONS PLACE INC,ALLS,10311
1986-06-03,PREMIER TECHNOLOGY HOLDING INC,PTHI,10312
1925-12-31,AMERICAN INTERNATIONAL CORP,,10313
1962-07-02,AMERICAN INTERNATIONAL CORP,AMC,10313
1980-10-07,AM CABLE TV INDS INC,AMTV,10314
1986-12-23,A M COMMUNICATIONS INC,AMTV,10314
1987-01-06,A M COMMUNICATIONS INC,AMCI,10314
1986-06-03,NETWORK VIDEO INC,NVID,10315
1986-06-03,CAMERA PLATFORMS INTL INC,CMPL,10316
1988-10-04,CAMERA PLATFORMS INTL INC,,10316
1991-06-17,CAMERA PLATFORMS INTL INC,CMPL,10316
1986-06-03,TEL MAN INC,TMAN,10317
1987-01-02,SOUTHERNNET INC,SOUT,10317
1986-06-03,BALCHEM CORP,BLCC,10318
1995-03-03,BALCHEM CORP,BCP,10318
2006-12-22,BALCHEM CORP,BCPC,10318
1986-06-04,MID HUDSON SVGS BK FSB FISHKILL,MHBK,10319
1989-12-21,FIRST INTER BANCORP INC,FIBI,10319
1986-06-04,AMERICAN BIONETICS INC,AMBI,10320
1925-12-31,NASH MOTORS CO,,10321
1937-01-08,NASH KELVINATOR CORP,,10321
1954-05-03,AMERICAN MOTORS CORP,,10321
1962-07-02,AMERICAN MOTORS CORP,AMO,10321
1986-06-04,BROOKFIELD FED BANK FOR SVGS IL,BFBS,10322
1988-08-01,BROOKFIELD BANCSHARES CORP,BFBS,10322
1986-06-05,COMPUTER AIDED TIME SHARE INC,CATS,10323
1986-06-12,COMPUTER AIDED TIME SHARE INC,CADS,10323
1986-06-05,GENZYME CORP,GENZ,10324
1986-06-05,BAKER J INC,JBAK,10325
2001-02-27,CASUAL MALE CORP MASS,CMAL,10325
1986-06-05,NYTEST ENVIRONMENTAL INC,NYTS,10326
1986-06-05,UNITED SAVINGS BANK SALEM,USBA,10327
1986-06-05,HANA BIOLOGICS INC,HANA,10328
1991-03-18,SOMATIX THERAPY CORP,SOMA,10328
1986-06-06,STATESWEST AIRLINES INC,SWAL,10329
1988-04-15,STATESWEST AIRLINES INC,,10329
1988-09-13,STATESWEST AIRLINES INC,SWAL,10329
1986-06-06,NEW STAR ENTERTAINMENT INC,MOVY,10330
1986-06-06,TOWER FEDERAL SAVINGS BANK IN,TOWR,10331
1986-06-06,NATURAL ORGANICS CORP,NAOR,10332
1987-12-29,CLASSIC AUTO ACCESSORIES N AMER,CANA,10332
1988-08-22,F C R AUTOMOTIVE GROUP INC,CANA,10332
1986-06-06,XOMA CORP,XOMA,10333
1999-01-04,XOMA LTD,XOMA,10333
2012-01-03,XOMA CORP,XOMA,10333
2024-07-10,XOMA ROYALTY CORP,XOMA,10333
1986-06-06,CAL STAR FINANCIAL SVCS INC,CSFS,10334
1986-06-09,SUN STATE S & L ASSN PHOENIX AZ,SSSL,10335
1986-06-09,COIN PHONES INC,OPER,10336
1986-06-09,PALM SPRINGS SAVINGS BANK,PSSB,10337
1987-05-11,PALM SPRINGS SAVINGS BANK,,10337
1988-01-27,PALM SPRINGS SAVINGS BANK,PSSB,10337
1988-06-28,APOLLO S & L CO CINCINNATTI OH,APOL,10338
1986-06-10,AMITY BANK CT,AMTY,10339
1987-02-25,AMITY BANCORP INC,AMTY,10339
1993-07-12,C B C BANCORP INC,CBCB,10339
1986-06-10,FIRST GRANITE BANCORP INC IL,FGBI,10340
1986-06-10,ABINGTON SAVINGS BANK MASS,ABBK,10341
1988-02-01,ABINGTON BANCORP INC,ABBK,10341
1992-12-30,ABINGTON SAVINGS BANK,ABBK,10341
1997-01-31,ABINGTON BANCORP INC NEW,ABBK,10341
1986-06-10,INAMED CORP,IMDC,10342
1996-05-24,INAMED CORP,,10342
1996-09-12,INAMED CORP,IMDC,10342
1997-06-11,INAMED CORP,,10342
1999-09-30,INAMED CORP,IMDC,10342
1986-06-10,INFINITY BROADCASTING CORP,INFTA,10343
1988-08-19,INFINITY BROADCASTING CORP,,10343
1992-01-30,INFINITY BROADCASTING CORP,INFTA,10343
1995-06-22,INFINITY BROADCASTING CORP,INF,10343
1986-06-10,LINCOLN FOODSERVICE PRODS INC,LINN,10344
1986-06-10,CROWLEY FINANCIAL SVCS INC,CRLY,10345
1986-06-10,312 FUTURES INC,FUTR,10346
1986-08-29,JACK CARL 312 FUTURES INC,FUTR,10346
1994-08-15,JACK CARL 312 FUTURES INC,,10346
1994-12-07,JACK CARL 312 FUTURES INC,FUTR,10346
1997-06-03,I F X CORP,FUTR,10346
1988-01-22,APPLIED SPECTRUM TECHN INC,ASTI,10347
1972-12-14,AMERICAN FID LIFE INS CO,AFID,10349
1982-07-30,A M F I CORP,AMFI,10349
1986-06-10,MEDPHONE CORP,MPHO,10350
1992-03-18,MEDPHONE CORP,MPO,10350
1986-06-10,PSICOR INC,PCOR,10351
1986-06-11,MARIETTA CORP,MRTA,10352
1986-06-11,ADAPTEC INC,ADPT,10353
2010-06-23,A D P T CORP,ADPT,10353
2010-08-05,A D P T CORP,,10353
2011-10-05,STELL EXCEL INC,,10353
2015-07-07,STEEL EXCEL INC,SXCL,10353
1986-06-11,INTERNATIONAL CONSUMER BRDS INC,ICBI,10354
1986-06-11,DAILY JOURNAL CO,DJCO,10355
1987-04-08,DAILY JOURNAL CORP,DJCO,10355
1976-05-26,A M I INDUSTRIES INC CO,AMIN,10357
1986-06-11,AMERICAN RELIANCE GRP INC,ARIG,10358
1990-10-23,AMERICAN RELIANCE GROUP INC,ARI,10358
1993-07-23,ARI HOLDINGS INC,ARI,10358
1988-02-17,AUTOSPA AUTOMALLS INC,MALL,10359
1988-03-30,AVONDALE INDUSTRIES INC,AVDL,10360
1986-06-11,ANDOVER TOGS INC,ATOG,10361
1986-06-11,NORTH AMERICAN VENTURES INC,NAVI,10362
1992-06-29,BUTLER INTERNATIONAL INC NEW,BUTL,10362
1986-06-11,ADVANCED MAGNETICS INC,ADMG,10363
1991-11-20,ADVANCED MAGNETICS INC,MIT,10363
1991-11-21,ADVANCED MAGNETICS INC,AVM,10363
2006-06-27,ADVANCED MAGNETICS INC,AMAG,10363
2007-07-25,A M A G PHARMACEUTICALS INC,AMAG,10363
1925-12-31,AMERICAN SMLT & REFNG CO,,10364
1962-07-02,AMERICAN SMLT & REFNG CO,AR,10364
1975-04-23,ASARCO INC,AR,10364
1982-06-21,A M I SYSTEMS INC,AMIS,10365
1986-06-11,SUBURBAN BANKSHARES INC,SBKSA,10366
1986-06-12,HOME SAVINGS & LOAN ASSN NC,HSLD,10367
1986-06-12,TAUNTON SAVINGS BANK MA,TSBK,10368
1986-06-12,WOBURN FIVE CENTS SAVINGS BANK,WOBS,10369
1988-03-07,FIRST WOBURN BANCORP INC,WOBS,10369
1986-06-13,SYBRA INC,SIBR,10370
1986-06-16,CANDELA LASER CORP,CLZR,10371
1995-12-13,CANDELA CORP,CLZR,10371
1925-12-31,AMERICAN RADIATOR CO,,10372
1929-04-05,AMERICAN RADIATOR & STD SAN CORP,,10372
1962-07-02,AMERICAN RADIATOR & STD SAN CORP,AST,10372
1967-06-01,AMERICAN STANDARD INC,AST,10372
1984-05-11,A M S REALSTAR INC,AMSS,10373
1986-06-17,DIGITAL METCOM INC,DMET,10374
1986-06-17,T C F BANKING & SAVINGS F A,TCFC,10375
1987-09-30,T C F FINANCIAL CORP,TCFC,10375
1989-05-26,T C F FINANCIAL CORP,TCB,10375
2017-05-08,T C F FINANCIAL CORP,TCF,10375
1986-06-17,NATIONAL SANITARY SUPPLY CO,NSSX,10376
1986-06-18,CLIFF ENGLE LTD,CLIF,10377
1986-06-17,OVABLOC INC,OVAB,10378
1987-12-02,OVABLOC INC,,10378
1988-04-05,OVABLOC INC,OVAB,10378
1986-06-18,INTERNATIONAL GENETIC ENGR INC,IGEI,10379
1981-08-12,A N E F C O INC,NFCO,10381
1986-06-18,ASTEC INDUSTRIES INC,ASTE,10382
1986-06-18,CYTOGEN CORP,CYTO,10383
1986-06-18,RUDYS RESTAURANT GROUP INC,RUDY,10384
1992-07-14,RUDYS RESTAURANT GROUP INC,,10384
1996-07-05,RUDYS RESTAURANT GROUP INC,RUDY,10384
1986-06-18,A T N INC,ATNN,10385
1987-07-13,AMERICAN TELEMEDIA NETWORK INC,ATNN,10385
1989-12-26,A T N N INC,ATNN,10385
1986-06-18,NATIONAL REFERENCE PUBG INC,ZIPP,10386
1988-07-25,N R P INC,ZIPP,10386
1995-05-15,N R P INC,ATCT,10386
1996-04-30,A T C COMMUNICATIONS INC,ATCT,10386
1997-08-29,A T C COMMUNICATIONS GROUP INC,ATCT,10386
1998-07-13,AEGIS COMMUNICATIONS GROUP INC,AGIS,10386
1986-06-18,WESTRONIX INC,WSTX,10387
1988-02-10,WESTRONIX INC,,10387
1990-01-26,WESTRONIX INC,WESX,10387
1990-07-12,FLAGSHIP EXPRESS INC,FLAX,10387
1986-06-18,TRENWICK GROUP INC,TREN,10388
1999-10-28,TRENWICK GROUP INC,TWK,10388
2000-09-28,TRENWICK GROUP LTD,TWK,10388
1986-06-18,NEECO INC,NEEC,10389
1986-06-19,GLOBAL HEALTH SYSTEMS INC,GHSI,10390
1988-11-15,G H S INC,GHSI,10390
1989-05-11,G H S INC,,10390
1989-09-07,G H S INC,GHSI,10390
1992-12-17,G H S INC,,10390
1993-11-29,G H S INC,GHSI,10390
1986-06-19,CENTURY FEDERAL S & L ASSN NM,CFSL,10391
1986-06-19,PEOPLES WESTCHESTER SAVINGS BANK,PWSB,10392
1986-06-19,NEWPORT NEWS SAVINGS S & L ASSN,NNSL,10393
1987-02-11,NEWPORT NEWS SAVINGS BK VA,NNSL,10393
1993-01-04,TIDEMARK BANCORP INC,TDMK,10393
1986-06-19,COSMETIC & FRAGRANCE CONC INC,COSF,10394
1991-02-28,COSMETIC CENTER INC,COSC,10394
1992-03-16,COSMETIC CENTER INC,COSCB,10394
1986-06-19,NAVIGATORS GROUP INC,NAVG,10395
1986-06-19,COMPUTER COMPONENTS CORP,CPRC,10396
1986-06-20,WERNER ENTERPRISES INC,WERN,10397
1986-06-26,INTERLEAF INC,LEAF,10398
1972-12-14,A P F ELECTRONICS INC,APFE,10400
1925-12-31,AMERICAN TELEPHONE & TELEG CO,,10401
1962-07-02,AMERICAN TELEPHONE & TELEG CO,T,10401
1994-04-21,A T & T CORP,T,10401
1986-06-20,WORLDS OF WONDER INC,WOWI,10403
1986-06-20,TRANSMEDIA NETWORK INC,TMNI,10404
1995-06-28,TRANSMEDIA NETWORK INC,TMN,10404
2002-02-01,IDINE REWARDS NETWORK INC,IRN,10404
2003-12-10,REWARDS NETWORK INC,IRN,10404
2008-05-27,REWARDS NETWORK INC,DINE,10404
1986-06-23,IVY MEDICAL INC,IVMI,10405
1986-06-20,CHOICE DRUG SYSTEMS INC,DOSE,10406
1995-10-24,CAPSTONE PHARMACY SERVICES INC,DOSE,10406
1997-12-04,PHARMERICA INC,DOSE,10406
1986-06-24,ALOETTE COSMETICS INC,ALET,10407
1986-06-24,STUDENT AIDE CTRS OF AMERICA INC,HELP,10408
1986-06-24,AMERICAN HEALTH COS INC,DIET,10409
1986-06-25,JONES MEDICAL INDUSTRIES INC,JMED,10410
1998-05-22,JONES PHARMA INC,JMED,10410
1986-06-25,ROYCE LABORATORIES INC,RLAB,10411
1989-09-26,ROYCE LABORATORIES INC,,10411
1991-03-27,ROYCE LABORATORIES INC,RLAB,10411
1986-06-25,GENICOM CORP,GECM,10412
1986-06-25,ROYALPAR INDUSTRIES INC,ROYL,10413
1986-06-25,ELDEC CORP,ELDC,10414
1986-06-26,NUTMEG INDUSTRIES INC,NUTM,10415
1991-08-05,NUTMEG INDUSTRIES INC,NTM,10415
1986-06-26,MICROBILT CORP,BILT,10416
1986-06-26,ALLOY COMPUTER PRODUCTS INC,ALOY,10417
1986-06-26,A S A INTERNATIONAL LTD,ASAA,10418
1986-06-26,CREATIVE TECHNOLOGIES CORP,CRTV,10419
1990-06-28,CREATIVE TECHNOLOGIES CORP,,10419
1990-09-11,CREATIVE TECHNOLOGIES CORP,CRTV,10419
1986-06-26,RADVA CORP,RDVA,10420
1986-06-26,SKYWEST INC,SKYW,10421
1986-06-26,AUTOMATED LANGUAGE PROC SYS INC,AILP,10422
1990-01-08,ALPNET INC,AILP,10422
1986-06-27,SOUND ADVICE INC,SUND,10423
1986-06-27,CLEVITE INDUSTRIES INC,CLEV,10424
1986-06-27,RYAN BECK & CO INC,RBCO,10425
1986-06-27,BANK OF SAN FRANCISCO HLDG CO,BOSF,10426
1988-07-12,BANK OF SAN FRANCISCO HLDG CO,BOF,10426
1994-06-27,SAN FRANCISCO CO,BOF,10426
1994-07-25,SAN FRANCISCO CO,SFH,10426
1986-06-30,CAPFILM INC,FILM,10427
1981-10-01,A S K COMPUTER SYSTEMS INC,ASKI,10429
1992-11-27,ASK GROUP INC,ASKI,10429
1986-07-01,COLLEGE PLANNING SYSTEMS INC,CPSI,10430
1987-07-21,C P S CORP PLANNING SVCS INC,CPSI,10430
1986-07-01,SOUTH CAROLINA FED SVGS BK COLUM,SCFB,10431
1987-08-20,SOUTH CAROLINA FEDERAL CORP,SCFB,10431
1986-07-01,ARITECH CORP,ARIT,10432
1986-07-01,FERTILITY & GENETICS RESH INC,BABY,10433
1986-07-01,L A GEAR INC,LAGR,10434
1989-02-13,L A GEAR INC,LA,10434
1986-07-01,FIRST FEDERAL CAROLINAS FA,FFCA,10435
1988-05-24,CAROLINA BANCORP INC NEW,FFCA,10435
1925-12-31,AMERICAN ZINC LEAD & SMLT CO,,10436
1962-07-02,AMERICAN ZINC LEAD & SMLT CO,ZA,10436
1966-12-02,AMERICAN ZINC CO,ZA,10436
1986-07-01,REPUBLIC AMERICAN CORP,RAWC,10437
1986-07-01,HOME FEDERAL S & L ASSN SAN FRAN,HFSF,10438
1990-09-04,HOME FEDERAL FINANCIAL CORP,HFSF,10438
1986-07-01,CELLULAR INC,CELS,10439
1994-03-01,COMMNET CELLULAR INC,CELS,10439
1998-02-10,COMMNET CELLULAR INC,CELSD,10439
1998-03-12,COMMNET CELLULAR INC,CELS,10439
1986-07-02,XYVISION INC,XYVI,10441
1986-07-02,K L L M TRANSPORT SVCS INC,KLLM,10442
1986-07-02,FLORIDA ROCK & TANK LINES INC,FRKT,10443
1989-02-03,F R P PROPERTIES INC,FRPP,10443
2000-03-01,PATRIOT TRANSPORTATION HLDG INC,PATR,10443
2014-12-05,F R P HOLDINGS INC,FRPH,10443
1972-12-14,A R I INDUSTRIES INC,ARII,10445
1986-07-02,POLK AUDIO INC,POLK,10446
1996-06-06,POLK AUDIO INC,PKA,10446
1986-07-02,PLYMOUTH FIVE CENTS SAVINGS BANK,THFI,10447
1986-07-03,LEGUME INC,LGUM,10448
1986-07-03,SOUTHINGTON SAVINGS BANK CT,SSBB,10449
1994-11-17,BANCORP CONNECTICUT INC,BKCT,10449
1986-07-03,FIRST MEDICAL DEVICES CORP,FMDC,10450
1986-07-02,F H P CORP,FHPC,10451
1987-01-16,F H P INTERNATIONAL CORP,FHPC,10451
1988-04-28,B F ENTERPRISES INC,BFEN,10453
1986-07-07,GOLD EXPRESS CORP,GDEX,10454
1986-07-07,ELECTRO FUNDS CORP,CMSE,10455
1986-07-14,ELECTRO FUNDS CORP,ACMS,10455
1987-01-15,C M S ENHANCEMENTS INC,ACMS,10455
1989-12-06,C M S ENHANCEMENTS INC,CME,10455
1994-03-31,AMERIQUEST TECHNOLOGIES INC,AQS,10455
1986-07-08,C E M CORP,CEMX,10456
1988-05-11,B F S BANKORP INC,BFSI,10457
1986-07-09,SOMERSET SVGS BK SOMERVILLE MA,SOSA,10458
1988-10-03,SOMERSET BANKSHARES INC,SOSA,10458
1992-10-01,SOMERSET SAVINGS BANK,SOSA,10458
1986-07-09,GENMAR INDUSTRIES INC,GNMR,10459
1925-12-31,MANHATTAN ELECTRICAL SUPPLY INC,,10460
1930-06-30,AMERICAN MACH & METALS INC,,10460
1961-12-01,AMETEK INC,,10460
1962-07-02,AMETEK INC,AME,10460
1986-07-09,DIME SAVINGS BK WALLINGFORD CT,DIBK,10461
1988-12-05,DIME FINANCIAL CORP,DIBK,10461
1986-07-08,CALGENE INC,CGNE,10462
1986-07-08,RESEARCH FRONTIERS INC,REFR,10463
1986-07-09,CONNECTICUT COMMUNITY BANK G,CCBK,10464
1986-07-09,ACCEPTANCE INSURANCE HLDG INC,ACPT,10465
1986-07-09,BROUGHER INSURANCE GROUP INC,BIGI,10466
1986-07-10,WARREN FIVE CENTS SAVINGS BK MA,WFCS,10467
1988-10-03,WARREN BANCORP INC,WRNB,10467
1986-07-09,AMERICAN CRUISE LINES INC,ACRL,10468
1986-07-10,DYNATEM INC,DYTM,10469
1986-07-10,MORGAN OLMSTEAD KENNEDY GARD CAP,MOKG,10470
1986-07-10,QUEST BIOTECHNOLOGY INC,QBIO,10471
1986-07-11,SHOE CITY CORP,SHOE,10472
1986-07-11,TIPTON CENTERS INC,TIPT,10473
1986-07-11,EMPIRE ORR INC,EORR,10474
1986-07-11,RICHMOND HILL SVGS BK NY,RICH,10475
1988-05-17,B M R FINANCIAL GROUP INC,BMRG,10476
1986-07-14,NATIONAL VISION SERVICES INC,NVSI,10477
1989-12-19,N B S NATIONAL BENEFIT SRVCS INC,NBSN,10477
1990-12-10,AVESIS INC,AVSS,10477
1986-07-15,OLYMPIC INTERNATIONAL BK & TR CO,OBAT,10478
1988-05-19,U S A BANCORP INC,USAB,10478
1925-12-31,AMERICAN SUGAR REFNG CO,,10479
1962-07-02,AMERICAN SUGAR REFNG CO,ASR,10479
1963-04-22,AMERICAN SUGAR CO,ASR,10479
1970-10-29,AMSTAR CORP,ASR,10479
1983-10-18,A T V SYSTEMS INC,ATVS,10480
1986-07-16,SUBURBAN BANCORP INC IL,SUBBA,10481
1986-07-17,WASTE RECOVERY INC,WRII,10482
1986-07-17,AMERICAN CAPACITY GROUP INC,ACGI,10483
1986-07-17,WESTON ROY F INC NEW,WSTNA,10484
1986-07-17,FIRST AMERICAN BANK FOR SVGS BOS,FAMB,10485
1987-12-21,FIRST AMERICAN BANCORP INC,FAMB,10485
1986-07-17,CENTRAL BANK FOR SAVINGS CT,CBCT,10486
1987-09-22,CENVEST INC,CBCT,10486
1925-12-31,AMERICAN STEEL FOUNDRIES,,10487
1962-01-23,AMSTED INDUSTRIES INC,,10487
1962-07-02,AMSTED INDUSTRIES INC,AD,10487
1972-12-14,AVM CORP,AVMC,10488
1985-05-15,AMERICAN LOCKER GROUP,ALGI,10488
1986-07-17,ASBESTEC INDUSTRIES INC,ASBS,10489
1986-07-17,GARTNER GROUP INC,GART,10490
1986-07-17,FIRST AMERI CABLE CORP,FATV,10491
1986-07-18,SUMMIT HOLDING CORP,SUHC,10492
1986-07-17,NEOLENS INC,NEOL,10493
1986-07-18,SANDWICH CO OPERATIVE BK MA,SWCB,10494
1997-10-01,SANDWICH BANCORP INC,SWCB,10494
1925-12-31,ANACONDA COPPER MNG CO,,10495
1955-06-20,ANACONDA CO,,10495
1962-07-02,ANACONDA CO,A,10495
1981-03-09,A W COMPUTER SYSTEMS INC,AWCSA,10496
1986-07-18,INTEX SOFTWARE SYS INTL LTD,TEXT,10497
1986-07-18,GREATBANC INC,GRBC,10498
1986-07-18,NICHOLS HOMESHIELD INC,NHIC,10499
1988-05-05,BANK MARYLAND CORP,BKMD,10500
1986-07-18,AMERICAN WOODMARK CORP,AMWD,10501
1986-07-18,ATLANTIS MINING & MFG CO INC,AMMI,10502
1986-07-21,DOMINION FEDERAL S & L ASSOC VA,DFED,10503
1989-07-03,TRUSTBANK SAVINGS F S B,TRBK,10503
1986-07-22,BONNEVILLE PACIFIC CORP,BPCO,10504
1986-07-22,JIFFY LUBE INTERNATIONAL INC,JLUB,10505
1986-07-22,STEVES HOMEMADE ICE CREAM INC,STVEA,10506
1995-08-08,INTEGRATED BRANDS INC,IBIN,10506
1986-07-22,MEDICAL ACTION INDUSTRIES INC,MDCI,10507
1973-02-28,AARON BROS CORP,AARN,10509
1986-07-23,C B FINANCIAL CORP MICH,CBFC,10510
1986-07-23,BOMBAY PALACE RESTS INC,CURY,10511
1986-07-23,IGENE BIOTECHNOLOGY INC,IGNE,10512
1986-07-23,LIPOSOME COMPANY INC,LIPO,10513
1986-07-24,TRANS WORLD MUSIC CORP,TWMC,10514
1994-09-22,TRANS WORLD ENTERTAINMENT CORP,TWMC,10514
2020-09-08,KASPIEN HOLDINGS INC,KSPN,10514
1986-07-24,GROUNDWATER TECHNOLOGY,GWTI,10515
1996-05-14,FLUOR DANIEL G T I INC,FDGT,10515
1925-12-31,ARCHER DANIELS MIDLAND CO,,10516
1962-07-02,ARCHER DANIELS MIDLAND CO,ADM,10516
1982-11-04,AARON RENTS INC,ARON,10517
1992-11-02,AARON RENTS INC,ARONA,10517
1998-03-20,AARON RENTS INC,RNT,10517
2009-04-20,AARONS INC,AAN,10517
2020-10-19,AARONS HOLDINGS CO INC,AAN,10517
2020-12-01,PROG HOLDINGS INC,PRG,10517
1986-07-24,PACIFIC SOUTHWEST AIRLINES NEW,PSWA,10518
1986-07-24,IMAGINE FILMS ENTERTAINMENT INC,IFEI,10519
